query_id,split,query,decision,reason,reviewer,title,summary,target_description,regions,categories,application_period,organization,program_id
Q05,dev,인천 남동구 중소기업이 해외 바이어에게 견본품을 보내는 배송비 지원,,,,[서울] 2026년 중동상황 대응 수출위기 극복 물류지원금 지원사업 모집 공고,"중동 사태 장기화에 따른 글로벌 물류 차질 및 물류비 상승에 대응하고, 서울 소재 중소기업의 수출 부담을 완화하여 안정적인 수출 활동을 지원하기 위해 「2026년 중동상황 대응 수출위기 극복 물류지원금 지원사업」을 다음과 같이 공고하오니, 참여를 희망하는 기업은 관련 규정 및 절차에 따라 신청하여 주시기 바랍니다. ☞ 서울 소재 수출기업 - (기업소재지) 「중소기업기본법」 제2조에 따른 중소기업으로서, 본사 또는 독립된 사업장(지사 등)이 서울특별시에 소재하며, 해당 사업장을 기준으로 지방세 납세의무가 있는 중소기업 - (대상 국가) 기존 지원대상 국가를 포함한 중동ㆍ유럽ㆍ아프리카 지역 국가를 최종 수출 목적지로 하거나, 해당 국가를 경유하는 항로를 이용한 수출 건 - (자격 요건) 수출자가 운임을 부담하는 인코텀즈 C조건(CFRㆍCIFㆍCPTㆍCIP), D조건(DAPㆍDPUㆍDDP)에 한해 지원 ☞ 기업당 최대 3,000만 원 한도 내 지원 - 중동 상황의 파급영향으로 국제 물류환경 변화가 발생하여 운송 경로, 운송 일정 또는 운송 조건의 변동, 물류비 증가 등이 발생한 수출 운송 건에 대해 물류비 지원 ※ 자세한 지원내용 공고문 참조",중소기업,서울,수출,예산 소진시까지,서울경제진흥원,BIZINFO:PBLN_000000000125682
Q05,dev,인천 남동구 중소기업이 해외 바이어에게 견본품을 보내는 배송비 지원,,,,[경기] 2026년 농식품기업 수출 통관ㆍ검역 지원 컨설팅 수요기업 모집 공고(경기도 무역위기대응 K-Food 비관세장벽 해소지원사업),"경기도와 (재)경기테크노파크는 한미 관세 협상 타결, 글로벌 공급망 불안 등 급변하는 무역환경에서 경기도내 농식품 수출기업의 피해 최소화 및 경쟁력 강화를 위해 「경기도 무역위기대응 K-Food 비관세장벽 해소지원」사업을 시행하고 있습니다. 이에 따라 주요 수출국별 위생ㆍ검역 기준 대응, 통관 절차 지원 및 현지 리스크 사전 차단을 위한 「수출 통관ㆍ검역 지원 컨설팅」에 참여할 수요기업을 다음과 같이 모집하오니, 관심 있는 기업의 많은 참여 바랍니다. ☞ 경기도에서 신선 농산물을 생산하는 농업인 및 생산자단체(농업법인 포함) 및 본사나 공장이(지점 등은 불가) 경기도에 소재한 농ㆍ식품 (예비) 수출 중소기업 - <주요 수출 대상국별 위생ㆍ검역 기준, 통관 절차에 대한 중소 기업 대응력 강화 및 통관거부 등 현지 리스크 사전 차단> 컨설팅이 필요한 기업 - 컨설팅 받고자 하는 제품 (라벨 원재료명 및 함량) 기준, 주원료의 원산지가 국내(경기도 포함)산인 제품 ☞ 사전 검토 및 서류 작성, 라벨링 컨설팅, 샘플 사전 물류 통관, 지식재산권 보호 지원 ※ 자세한 지원내용 공고문 참조",중소기업,경기,수출,예산 소진시까지,경기테크노파크,BIZINFO:PBLN_000000000125720
Q05,dev,인천 남동구 중소기업이 해외 바이어에게 견본품을 보내는 배송비 지원,,,,[경기] 양주시 2026년 해외전시회 참가기업 지원사업 모집 공고,"관내 중소기업의 수출판로 개척을 위해 해외전시회 참가비 및 전시마케팅 교육을 지원하는 「2026년 양주시 해외전시회 참가기업 지원사업」을 추진하오니 많은 신청 바랍니다. ☞ ‘26. 1.1 ~ 11.30 개최 해외전시회 개별 참가기업 - 본사 또는 공장이 경기도 양주시에 소재한 기업 - 전년도 수출금액 2,000만불 이하 기업 - 중소기업기본법 제2조에 의한 중소기업 ☞ 해외전시회 직접비용 (부스 임차료(필수), 부스 장치비) - 전시품 해상/항공 편도(한국에서 해외로의) 운송비용 1CBM 이내 (100만원 한도) - 전시회 현지 주최사 제공 마케팅 서비스 비용 (온/오프라인 모두 해당) ※ 자세한 지원내용 공고문 참조",중소기업,경기,수출,2026-08-19 ~ 2026-09-09,기초자치단체,BIZINFO:PBLN_000000000125654
Q05,dev,인천 남동구 중소기업이 해외 바이어에게 견본품을 보내는 배송비 지원,,,,[경북] 영천시 2026년 해외(태국ㆍ말레이시아) 무역사절단 참가기업 추가모집 공고,"영천시와 경상북도경제진흥원은 영천시 중소기업의 해외 판로 개척을 지원하기 위하여 다음과 같이 무역사절단 파견을 희망하는 중소기업을 모집하오니, 관심 있는 기업들의 많은 참여 바랍니다. ☞ 영천시 소재 제조 중소기업 - (품목) 종합(식품, 화장품, 생활용품, 자동차부품, 산업재 등) ☞ 기업 맞춤형 바이어 발굴 및 상담 지원, 현지 홍보 행사 등 지원 - (수출상담회) 기업별 태국ㆍ말레이시아 현지 바이어 발굴 및 상담, 통역 지원 등 - (홍보판촉전) 현지 바이어 및 고객 대상 홍보ㆍ판촉행사 참가 지원 - (기업지원금) 항공료(1개사 1인 이코노미)및 숙박비 일부 지원, 파견 국가(태국ㆍ말레이시아)수출 인프라 구축 지원 - (연계지원사업 추진) 지사화 및 시장조사 서비스,경북 AI무역 지원센터 활용 지원 등",중소기업,경북,수출,모집 완료시까지,경상북도경제진흥원,BIZINFO:PBLN_000000000125189
Q05,dev,인천 남동구 중소기업이 해외 바이어에게 견본품을 보내는 배송비 지원,,,,[경기] 부천시 2026년 EMS 수출물류비 지원사업 참가기업 모집 공고,"부천시에서는 해외 시장개척에 어려움을 겪는 지역중소기업의 해외 마케팅 활성화를 위해 「2026년 EMS 수출물류비 지원사업」의 참가기업을 다음과 같이 모집 공고합니다. ☞ 부천시에 본사 또는 공장이 등록되어있는 중소기업 ☞ 우체국 EMS를 통한 수출물류비의 80% 기업당 최대 200만원 지원 ※ 1회 200kg 한도, 문서 운송 제외 ※ 전년도 사업참가기업의 경우 지원한도 최대 150만원",중소기업,경기,수출,2026-01-15 ~ 2026-11-20,부천산업진흥원,BIZINFO:PBLN_000000000117502
Q05,dev,인천 남동구 중소기업이 해외 바이어에게 견본품을 보내는 배송비 지원,,,,[충북] 2026년 국제특송(EMS) 해외물류비 지원사업 참여기업 모집 공고,충청북도와 충북기업진흥원은 도내 중소중견기업의 사후마케팅 및 수출확대를 위하여 우체국에서 운영하는 국제특송(EMS) 해외물류비를 아래와 같이 지원하오니 적극 신청하시기 바랍니다. ☞ 충북에 본사 또는 공장이 소재하는 중소ㆍ중견기업(수출유망 제조업 또는 무역업) ☞ 국제특송 EMS 물류비용의 50% 지원 - 연 500만원 이내(월 50만원 한도) - 충청지방우정청 : 국제특송 EMS 물류비용 12% 할인 - 충북기업진흥원 : 우정청 12% 할인된 금액에서 50% 지원,중소기업,충북,수출,예산 소진시까지,충청북도기업진흥원,BIZINFO:PBLN_000000000119436
Q05,dev,인천 남동구 중소기업이 해외 바이어에게 견본품을 보내는 배송비 지원,,,,[경남] 2026년 수출물류비 지원사업 참여업체 모집 공고,"경상남도는 도내 수출 중소 제조업체를 대상으로 물류비 부담 경감 및 수출경쟁력 강화를 위해 「2026 경상남도 수출물류비 지원사업」을 시행하오니 관심 있는 업체의 많은 참여 바랍니다. ☞ 도내 본사 및 공장을 둔 중 중소 제조업체로 2025년 직수출실적 5,000만 불 이하인 업체 ☞ 항공 및 해상을 통한 수출품에 대한 물류비(업체별 최대 200만원 한도) 지원 - 수출을 위한 국외 운송비(해상, 항공운임, 샘플운송비, 해외 내륙 운송료), 국외 하역비 및 창고비 - 2026년 수출신고필증을 득한 건에 한하여 지급 (2026년 1월 1일 ~ 소급 적용, 여러 건 합산 가능) ※ 對美 수출물류비는 최대 500만원 이내 (미국과 기타국 수출물류비 합산 시, 최대 500만원 한도 지원 / 단, 기타국 수출물류비는 최대 200만원까지 인정)",중소기업,경남,수출,예산 소진시까지,한국무역협회경남지역본부,BIZINFO:PBLN_000000000118804
Q05,dev,인천 남동구 중소기업이 해외 바이어에게 견본품을 보내는 배송비 지원,,,,[전남] 2026년 개별바이어 초청 수출상담회 지원사업 신청 공고,"전라남도에서는 구매력이 검증된 해외 바이어 초청을 통해 기업 현장 방문 및 대면 수출 상담을 지원하고, 실질적인 수출계약 성과 창출을 위해 「2026년 개별바이어 초청 수출상담회 지원사업」을 시행하오니 많은 관심과 신청 바랍니다. ☞ 도내 수출 중소기업 ☞ 국내외 항공료 및 교통비, 숙박비, 통역비 등 지원 - 기업당 바이어 2인 이내, 최대 2백만 원 / 기업당 지원횟수 최대 2회 지원",중소기업,"전남, 광주",수출,2026-01-27 ~ 2026-11-27,한국무역협회광주전남지역본부,BIZINFO:PBLN_000000000118028
Q05,dev,인천 남동구 중소기업이 해외 바이어에게 견본품을 보내는 배송비 지원,,,,[경북] 성주군 2026년 중소기업 수출 스케일업 지원사업 해외무역사절단 참여기업 모집 공고,"성주군과 경상북도경제진흥원에서는 지역 중소기업의 글로벌 역량 강화와 해외 시장 개척 지원을 위해 다음과 같이 ‘2026 성주군 중소기업 수출 스케일업 지원사업’ 수출 매뉴얼 지원사업 참여기업을 모집하오니 많은 참여 바랍니다. ☞ 성주군 소재 중소기업으로 다음 사항을 모두 충족하는 기업 - 성주군 소재 중소기업 중 공장등록 기업이거나 제조시설 면적이 500㎡ 미만인 경우 건축물관리대장상 건축물 용도가 ‘공장’ 또는 ‘제조업소’인 기업 - 최근 3년 이내(2023 ~ 2025) 직ㆍ간접 수출실적 보유 기업 - 참여품목: 종합 품목(기계류, 식품, 화장품, 자동차 부품 등) ☞ 중소기업 수출 역량 강화 및 판로 확대 지원 - 왕복 항공료 50%(1사 1인), 샘플 운송료(편도) - 바이어 발굴 및 1:1 상담 지원 - 현지 비즈니스 관련 공식 활동 비용(통역, 단체 이동 차량 등) - 상담회 개최 비용(행사장 임차 및 구성, 해외 시장 조사, 바이어 발굴 및 섭외 등)",중소기업,경북,수출,2026-08-21 ~ 2026-09-11,경상북도경제진흥원,BIZINFO:PBLN_000000000125714
Q05,dev,인천 남동구 중소기업이 해외 바이어에게 견본품을 보내는 배송비 지원,,,,[경기] 평택시 2026년 물류비 지원사업 모집 공고,"재단법인 평택산업진흥원에서는 중동 위기 극복을 위해 관내 중소기업의 수출제품 해외 물류비를 지원함으로써 기업의 비용 부담을 완화하고 글로벌 물류환경 변화에 대응한 안정적인 수출 기반을 마련하고자 아래와 같이 참여기업을 모집하오니 적극적인 참여 바랍니다. ☞ 공고 마감일 기준 본사, 연구소, 등록공장 소재지가 평택인 중소기업 ☞ 제품 수출 시 발생한 물류비용(기업당 최대 4,500천원) 지원 - 국제특송 : EMS(우체국), Fedex, DHL 등 국제특송 운송비 - 포워딩업체 : 국제운임, 국내ㆍ외 창고료, 국내ㆍ외 내륙운송료, 추가할증료 등 수출 물류 전반 비용 지원",중소기업,경기,수출,예산 소진시까지,평택산업진흥원,BIZINFO:PBLN_000000000122611
Q05,dev,인천 남동구 중소기업이 해외 바이어에게 견본품을 보내는 배송비 지원,,,,[경남] 창원시 2026년 수출물류비 지원사업 참여업체 모집 공고,"창원시에서는 관내 수출 중소 제조업체를 대상으로 물류비 부담 경감 및 수출경쟁력 강화를 위해 「2026 창원시 수출물류비 지원사업」을 시행하오니 관심 있는 업체의 많은 참여 바랍니다. ☞ 창원시에 본사와 공장이 모두 소재하고 있는 중소 제조업체로 전년도 직수출실적 5,000만 불 이하인 업체 ☞ 항공 및 해상을 통한 수출품에 대한 물류비 지원(국외 운송비ㆍ하역비ㆍ창고비) - 업체별 최대 300만원 이내 지원 ※ 對 중동 수출물류비는 최대 500만원 이내",중소기업,경남,수출,예산 소진시까지,기초자치단체,BIZINFO:PBLN_000000000120185
Q05,dev,인천 남동구 중소기업이 해외 바이어에게 견본품을 보내는 배송비 지원,,,,[전남] 2026년 소량수출 국제특송비 지원계획 공고,"우리 도내 중소기업의 수출 활성화를 위해 샘플 등 소량에 대한 수출 물류비(항공+해운)의 일부를 지원코자 아래와 같이 2026년 소량수출 국제특송비 지원계획을 공고하니, 많은 신청 바랍니다 ☞ 전라남도 내 본사 또는 공장 소재 수출중소기업 ※ 전년도 수출 2천만불 이하 또는 수출 전환(준비) 기업 ☞ 국제특송(해운 포함) 해외물류비 실 사용금액의 50% 지원 - (항공) EMS 국제특송비의 50% 지원 - (해운) 우체국 해운 운송비(화물물류연계서비스)의 50% 지원 - 기업당 월 50만 원 / 연간 300만 원 한도(예산 소진 시 한도 내) 지원",중소기업,"전남, 광주",수출,예산 소진시까지,전남지방우정청,BIZINFO:PBLN_000000000117240
Q05,dev,인천 남동구 중소기업이 해외 바이어에게 견본품을 보내는 배송비 지원,,,,[경북] 상주시 2026년 해외 수출마케팅 협력사업(무역사절단) 참가기업 모집 공고,"상주시와 (재)경상북도경제진흥원은 중소기업의 신규 판로 개척 및 현지 유통망 진입 확대를 위해 「2026년 상주시 해외 수출마케팅 협력사업(무역사절단)」 참가기업을 다음과 같이 모집하오니 많은 참여 바랍니다. ☞ 상주시에 본사 또는 공장이 소재한 중소기업 - 참여품목 : 종합품목(자동차부품, 농업 및 식품, 소비재 등) ☞ 바이어 사전 발굴 및 1:1 상담, 편도 항공료(1인/1개사, 100만원 한도) - 샘플 운송료(1인/1개사, 20만원 한도), 현지 비즈니스 관련 공식 활동 비용(통역, 단체 이동 차량 등) 지원 - 상담회 개최 비용(행사장 임차, 해외 시장 조사, 바이어 발굴 및 섭외 등) 지원",중소기업,경북,수출,2026-08-20 ~ 2026-09-07,경상북도경제진흥원,BIZINFO:PBLN_000000000125676
Q05,dev,인천 남동구 중소기업이 해외 바이어에게 견본품을 보내는 배송비 지원,,,,[경북] 포항시 2026년 수출기업 해외물류비 지원사업 지원기업 모집 공고,"포항시와 (재)포항테크노파크는 포항시 수출기업의 물류비 부담을 완화하고 수출경쟁력을 강화하기 위해「2026년 포항시 수출기업 해외물류비 지원사업」을 시행하오니, 많은 관심과 적극적인 참여를 바랍니다. ☞ 포항시 소재 중소ㆍ중견 제조기업으로, 다음 조건 중 하나를 충족하는 기업 - 직접 수출실적을 보유하고, 관내에 제조시설(공장) 또는 본사를 두며 사업자등록 및 공장등록을 필한 제조기업 - 직접 수출실적을 보유하고 관내에 본사를 두며, OEM(주문자 상표 부착 생산) 방식으로 위탁생산된 자사 제품을 수출하는 제조기업 ☞ 국내 운송비, 국제 운송비, 창고비, 창고 작업비, 수출국 내륙 운송비, 견본품 및 서류 운송비, 물류주선(포워딩) 비용 지원",중소기업,경북,수출,2026-06-01 ~ 2026-12-18,포항테크노파크,BIZINFO:PBLN_000000000122713
Q05,dev,인천 남동구 중소기업이 해외 바이어에게 견본품을 보내는 배송비 지원,,,,2026년 지능형 반도체 개발ㆍ실증지원 고신뢰 반도체 상용화를 위한 검증ㆍ확인 지원사업 기업 지원 프로그램 통합 공고,"한국팹리스산업협회는 경북대학교, 한국산업기술시험원과 함께 산업통상자원부가 주관하고 있는 「지능형 반도체 개발ㆍ실증 지원」 및 「고신뢰 반도체 상용화를 위한 검증ㆍ확인 지원」사업을 수행하고 있으며, 관련 기업 대상으로 기업지원사업을 시행하고 있습니다. 아래와 같이 기업지원 통합 공고를 진행하오니, 희망하는 비수도권 소재의 팹리스 기업의 많은 신청 바랍니다 . ☞ 반도체 설계 기업(팹리스, IP 전문 기업 등)으로 중소기업 및 중견기업(창업 및 벤처기업 포함)이며, 다음 ①, ② 요건 중 하나라도 해당하는 기업 ① 비수도권(서울ㆍ인천ㆍ경기ㆍ해외 제외) 내 본사, 지사, 공장, 연구소 중 1개 이상 소재한 기업 ② 수도권 기업 중 '26년까지 (대구)지능형 반도체 개발지원센터 입주 예정인 기업 ※ 입주확약서 제출 필수 ☞ 지능형 반도체 개발ㆍ실증, 고신뢰 반도체 상용화를 위한 검증ㆍ확인 지원 - 지능형 반도체 개발ㆍ실증 : 시제품 제작, 장비 활용, 애로 기술 지원 - 고신뢰 반도체 상용화를 위한 검증ㆍ확인 : 시제품 제작, 장비 활용, 마케팅 지원 ※ 자세한 지원내용 공고문 참조",중소기업,전국,기술,상시 접수,한국팹리스산업협회,BIZINFO:PBLN_000000000123466
Q05,dev,인천 남동구 중소기업이 해외 바이어에게 견본품을 보내는 배송비 지원,,,,2026년 바이오헬스 글로벌 수출부대비용 지원 신청 모집 공고,"보건복지부와 한국보건산업진흥원은 국내 바이오헬스 기업의 미국 시장 진출을 지원하기 위해, 수출 과정에서 발생하는 물류ㆍ통관ㆍ인증ㆍ현지 등의 비용을 지원합니다. 많은 관심과 신청 바랍니다. ☞ 국내 바이오헬스 기업 ☞ 기업당 최대 1,000만원 지원 - 국내물류, 국제운송, 창고ㆍ풀필먼트, 미국 내륙운송, 수출포장, ITㆍ부가서비스 지원",중소기업,전국,수출,예산 소진시까지,한국보건산업진흥원,BIZINFO:PBLN_000000000123523
Q05,dev,인천 남동구 중소기업이 해외 바이어에게 견본품을 보내는 배송비 지원,,,,[광주] 2026년 해외 세일즈출장 및 바이어초청 지원사업 참가업체 모집 공고,"(재)광주경제진흥상생일자리재단에서는 광주광역시 주관 해외시장개척단, 전시박람회 및 수출상담회 사업 참가 후 5년 이내 수출 계약체결 등의 목적으로 동일 해외 바이어를 방문하는 경우 또는 동일 바이어를 초청하여 계약 등을 체결하는 경우 왕복항공료 등 경비 일부를 지원하오니 관심 있는 기업의 많은 참여 바랍니다. ☞ 최근 5년 이내에 市 주관 해외시장개척단, 전시박람회, 수출 상담회 등 참여기업 ☞ 해외시장개척단 및 해외전시박람회 등을 통해 발굴한 바이어와 계약 또는 MOU체결 시 해외 출장경비 지원",중소기업,"광주, 전남",수출,예산 소진시까지,광주경제진흥상생일자리재단,BIZINFO:PBLN_000000000120805
Q05,dev,인천 남동구 중소기업이 해외 바이어에게 견본품을 보내는 배송비 지원,,,,[울산] 2026년 국제특송 해외물류비 지원사업 참가기업 모집 수정 공고,"중동사태 등 지속적인 운임상승에 대응하여 울산 중소기업의 수출비용을 경감할 수 있도록 해외 수출입 물류비를 지원하는 “국제특송 해외물류비 지원사업”의 참가기업을 다음과 같이 모집하오니, 지역 기업의 많은 관심과 신청바랍니다. ☞ 울산광역시 관내에 본사 또는 사업장을 둔 중소기업 ☞ 수출 및 수입 물류비 합산하여 기업당 최대 7백만원 - (수출 물류비) 기업당 최대 5백만원, 우체국(EMS) 단독 이용시 최대 3백만원 - (수입 물류비) 수출입 병행기업에 한하여 원부자재(수출 제품 생산과 직접 관련된 원자재 및 부품) 수입 물류비용 최대 2백만원",중소기업,울산,수출,예산 소진시까지,울산경제일자리진흥원,BIZINFO:PBLN_000000000122716
Q05,dev,인천 남동구 중소기업이 해외 바이어에게 견본품을 보내는 배송비 지원,,,,[인천] 2026년 지역상품 공공 조달정보 지원사업 인천지역기업 신용평가 지원사업 참여기업 모집 공고,"인천상공회의소에서는 인천 소재 기업의 공공조달 및 정부사업 참여에 필요한 신용등급 평가 수수료를 지원하여 기업의 자사 신용등급 확인 및 경영상태 진단에 따른 비용 부담을 완화하고자 다음과 같이 인천지역기업 신용평가 지원사업 참여기업을 모집하오니 많은 신청 바랍니다. ☞ 인천광역시에 소재한 중소기업(본사, 공장, 지사 : 사업자등록증 상 주소지 기준) ☞ 공공조달 및 정부사업 참여에 필요한 신용등급 평가 수수료 50%를 지원",중소기업,인천,경영,예산 소진시까지,인천상공회의소,BIZINFO:PBLN_000000000121852
Q05,dev,인천 남동구 중소기업이 해외 바이어에게 견본품을 보내는 배송비 지원,,,,[부산] 국제수산교류협력지원사업(해외바이어초청지원) 참가업체 모집 공고,"우리협회는 부산광역시로부터 국제수산교류협력지원사업 (해외바이어초청) 보조사업자로 선정되었습니다. 아래 모집내용을 참고하시어 관심업체에서는 신청서를 접수하시기 바랍니다. ☞ BISFE 참가하는 부산소재 수산물수출기업 ☞ 해외바이어초청(1인) 항공료, BISFE기간 3박 숙박 등 지원",중소기업,부산,수출,2026-08-27 ~ 2026-09-06,한국수산무역협회,BIZINFO:PBLN_000000000125937
Q05,dev,인천 남동구 중소기업이 해외 바이어에게 견본품을 보내는 배송비 지원,,,,[경북] 해외바이어 초청 온오프라인 수출상담회(하반기) 참가기업 모집 공고,"경상북도와 (재)경상북도경제진흥원은 바이어 상담을 통해 적극적인 해외 신규 판로 개척을 희망하는 도내 수출 기업을 다음과 같이 모집하오니, 많은 참여 바랍니다. ☞ 다음 3가지 중 1가지 조건 이상 충족 ① 경북도내 소재한 공장등록증 보유 중소기업 ② 제조시설면적 500㎡미만으로 건축물대장 용도가 경북도내 소재로 공장 또는 제조업소로 명시된 기업 ③ 수출신고필증 내 수출대행자 또는 수출화주 또는 제조자가 경북으로 명시된 기업 ☞ 해외바이어 발굴 및 1:1 상담매칭, 통역 등 지원 등",중소기업,경북,수출,2026-09-01 ~ 2026-09-21,경상북도경제진흥원,BIZINFO:PBLN_000000000126055
Q05,dev,인천 남동구 중소기업이 해외 바이어에게 견본품을 보내는 배송비 지원,,,,[강원] 인제군 2026년 중소기업 해외물류비 지원사업 공고,"인제군 중소기업 우수제품의 해외시장 판로개척과 수출비용 부담완화를 위한「2026년 인제군 중소기업 해외물류비 지원사업」을 아래와 같이 공고하오니 많은 참여 바랍니다. ☞ 인제군 소재 중소 제조, 서비스업, 수출대행기업 - 인제군 소재 중소 제조기업(OEM포함) - 인제군 소재 중소 서비스기업(서비스, 콘텐츠, 스포츠, 예술 등) - 인제군 소재 업체에서 제조한 제품을 수출한 수출대행기업 ☞ 수출 목적 해외 물류비 지원(25.1.1일 이후 물류비 소급지원) - 총물류비(국내ㆍ해상ㆍ통관비용 등) 중 지원기업이 자부담한 금액 지원 - 해상ㆍ항공 복합 물류운송업체(포워딩)를 통해 셀러와 바이어가 명시된 경우(B2B)의 소요된 물류비용 - EMS, FEDEX, DHL 등 국제특송(시급한 소량물량, 샘플 등) 포함 지원",중소기업,강원,수출,예산 소진시까지,강원특별자치도경제진흥원,BIZINFO:PBLN_000000000122470
Q05,dev,인천 남동구 중소기업이 해외 바이어에게 견본품을 보내는 배송비 지원,,,,[인천] 2026년 인천스타트업파크 부스트 스타트업(SCEWC 2026) 참가기업 모집 공고,"인천테크노파크는 스페인 바르셀로나에서 개최되는 2026 스마트시티 엑스포 월드 콩그레스(SCEWC) 인천스타트업파크관 참가기업을 모집합니다. 글로벌 스마트시티 시장 진출과 해외 투자자 및 기업ㆍ기관과의 비즈니스 기회 확대를 희망하는 인천 소재 스타트업의 많은 관심과 적극적인 신청 바랍니다. ☞ 글로벌 진출역량과 의사가 있고, 상용화 가능한 제품이나 서비스를 보유하고 있는 4차산업ㆍ바이오융합 분야의 스타트업 ※ 출장자 중 최소 1인 이상 영어 능통자를 보유하여야 함 - 공고 마감일을 기준으로 창업 7년 이내 인천 본사/공장/연구소 기업(중소기업창업 지원법에 의거 신산업 창업 분야는 10년까지 신청 가능) ☞ 부스 조성 및 출입패스, 행사 참가 경비(기업별 400만원 이내), 전시참가 오리엔테이션 및 사전교육, 네트워킹, 비즈니스 미팅, 홍보 등 지원 ※ 자세한 지원내용 공고문 참조",창업벤처,인천,수출,2026-09-01 ~ 2026-09-21,인천테크노파크,BIZINFO:PBLN_000000000126052
Q05,dev,인천 남동구 중소기업이 해외 바이어에게 견본품을 보내는 배송비 지원,,,,[인천] 2026년 연구장비 공동활용 지원사업 모집 공고,"인천테크노파크는 인천 내 중소기업의 R&D 기술 경쟁력 강화와 사업화 가속화 촉진을 위한「인천 연구장비 공동활용 지원사업」을 추진하고 있습니다. 아래와 같이 참여기업을 모집하오니, 많은 신청 바랍니다. ☞ 본사(또는 공장, 연구소)의 소재지가 인천인「중소기업기본법」에 따른 중소기업에 해당하는 기업 ☞ 인천테크노파크ㆍ극지연구소ㆍ한국생산기술연구원 연구장비 사용료(기술서비스 포함) 지원",중소기업,인천,기술,예산 소진시까지,인천테크노파크,BIZINFO:PBLN_000000000119010
Q05,dev,인천 남동구 중소기업이 해외 바이어에게 견본품을 보내는 배송비 지원,,,,2026년 고신뢰 반도체 상용화를 위한 검증ㆍ확인 지원사업 기업 지원 프로그램 모집 공고,"한국산업기술시험원(KTL)은 경북대학교, 한국팹리스산업협회와 함께 산업통상자원부가 주관하고 있는 「고신뢰 반도체 상용화를 위한 검증ㆍ확인 지원」을 수행하고 있으며, 국내 팹리스 기업의 제품 신뢰성 확보와 상용화 촉진을 위해 아래와 같이 기업지원을 진행하오니, 희망하는 비수도권 소재의 팹리스 기업의 많은 신청 바랍니다. ☞ 고신뢰 반도체 설계 기업(팹리스, IP 전문 기업 등)으로 중소기업 및 중견기업(창업 및 벤처기업 포함)이며, 다음①, ② 요건 중 하나라도 해당하는 기업 - ① 비수도권(서울ㆍ인천ㆍ경기ㆍ해외 제외) 내 본사, 지사, 공장, 연구소 중 1개 이상 소재한 기업 - ② 수도권 기업 중 ‘26년까지 (대구)지능형 반도체 개발지원센터 입주 예정인 기업 ☞ 반도체 검증ㆍ확인(V&V) 지원(최대 2,000만원 이내) - 기능안전 인증 및 기술 대응을 위한 핵심 산출물(Work Product) 생성, FMEDA (Failure Modes, Effects, and Diagnostic Analysis) 분석 및 시뮬레이션 지원 - FTA (Fault Tree Analysis) 등 정량적ㆍ정성적 안전성 분석, 차량용 반도체(ISO 26262) 등 글로벌 표준에 부합하는 프로세스 구축 및 검증 확인 지원 ※ 상기 명시된 항목은 대표적인 예시이며, 수요기업의 개발 단계 및 필요에 따라 협의를 통한 기타 ISO 26262 관련 산출물 생성 지원 가능",중소기업,전국,기술,예산 소진시까지,한국산업기술시험원,BIZINFO:PBLN_000000000125339
Q05,dev,인천 남동구 중소기업이 해외 바이어에게 견본품을 보내는 배송비 지원,,,,[대전] 2026년 세계한상수출상담회 연계 해외바이어 초청 비즈니스 상담회 참여기업 공고,"대전광역시와 대전일자리경제진흥원에서는 대전광역시 관내 본사나 또는 공장을 둔 기업을 대상으로 「2026년 해외바이어 초청 비즈니스 상담회」참여기업을 다음과 같이 모집하오니 많은 관심과 참여를 바랍니다. ☞ 대전 관내 본사 또는 공장 소재 중소ㆍ중견 수출기업 ☞ 바이어 발굴ㆍ매칭 상담회 임차, 통역비 등 지원 - 바이어 초청분야 : 일반 소비재 등 전략산업 전분야 ※ 자세한 지원내용 공고문 참조",중소기업,대전,수출,모집 완료시,대전일자리경제진흥원,BIZINFO:PBLN_000000000124716
Q06,dev,구미 방산 중소기업의 시험·인증·특허 출원 비용 지원,,,,[경북] 구미시 2026년 중소기업 신용보증수수료 지원사업 공고,구미시 기업사랑 및 기업활동 촉진 등에 관한 조례 제3조 및 제26조에 따라 2026년 구미시 중소기업 신용보증수수료 지원사업을 다음과 같이 공고합니다. ☞ 구미시 소재 중소기업 ※ 자세한 지원대상 공고문 참조 ☞ 운전ㆍ시설자금 융자 담보를 위한 신용보증기관의 보증수수료 지원,중소기업,경북,금융,예산 소진시까지,경상북도경제진흥원,BIZINFO:PBLN_000000000120604
